score,zone,uid_is_root,score_delta,event_type,target_containment,source,category
14.32,0,0,0.06,0,0,adfa_ld,normal
18.88,0,0,-6.92,0,0,adfa_ld,normal
7.47,0,0,-1.92,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.2,2,0,-0.32,5,4,adfa_ld,reverse_shell
10.82,0,0,2.9,0,0,adfa_ld,normal
30.52,0,0,2.57,0,0,adfa_ld,normal
10.78,0,0,0.0,0,0,adfa_ld,normal
15.69,0,0,-26.07,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
26.07,0,0,33.55,0,0,adfa_ld,normal
5.11,0,0,-3.52,0,0,adfa_ld,normal
23.08,0,0,-15.94,0,0,adfa_ld,normal
12.15,1,0,-1.26,2,2,adfa_ld,lateral_movement
24.07,0,0,-25.69,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.71,0,0,-0.68,0,0,adfa_ld,normal
5.03,0,0,-2.46,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.74,0,0,7.73,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
5.11,0,0,-3.52,0,0,adfa_ld,normal
12.99,2,0,14.65,5,4,adfa_ld,reverse_shell
13.54,0,0,2.01,0,0,adfa_ld,normal
13.66,2,0,0.13,4,3,adfa_ld,process_injection
33.31,0,0,30.87,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.31,0,0,0.0,0,0,adfa_ld,normal
9.17,0,0,1.77,0,0,adfa_ld,normal
6.72,0,0,2.44,0,0,adfa_ld,normal
12.47,0,0,-0.67,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
5.47,0,0,9.88,0,0,adfa_ld,normal
16.51,1,0,15.19,1,1,adfa_ld,credential_access
11.69,0,0,1.06,0,0,adfa_ld,normal
8.13,0,0,-4.27,0,0,adfa_ld,normal
10.82,0,0,4.06,0,0,adfa_ld,normal
24.54,0,0,6.1,0,0,adfa_ld,normal
11.13,0,0,1.6,0,0,adfa_ld,normal
19.06,0,0,20.21,0,0,adfa_ld,normal
16.97,0,0,1.92,0,0,adfa_ld,normal
17.48,0,0,0.83,0,0,adfa_ld,normal
4.77,0,0,-0.71,0,0,adfa_ld,normal
18.46,0,0,0.25,0,0,local_machine,normal
13.98,1,0,4.25,2,2,adfa_ld,lateral_movement
13.05,0,0,-0.3,0,0,adfa_ld,normal
10.38,0,0,0.94,0,0,adfa_ld,normal
11.57,0,0,0.56,0,0,adfa_ld,normal
9.32,0,0,1.52,0,0,adfa_ld,normal
13.74,0,0,-15.09,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
64.42,0,0,9.74,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.09,0,0,-1.66,0,0,adfa_ld,normal
10.82,0,0,2.9,0,0,adfa_ld,normal
13.28,0,0,13.51,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.35,0,0,-4.57,0,0,adfa_ld,normal
10.77,0,0,-5.03,0,0,adfa_ld,normal
4.38,0,0,-2.68,0,0,adfa_ld,normal
16.04,2,0,-0.07,4,3,adfa_ld,process_injection
30.04,0,0,39.32,0,0,adfa_ld,normal
10.99,0,0,-13.62,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.78,0,0,-0.11,0,0,adfa_ld,normal
13.26,0,0,-0.07,0,0,adfa_ld,normal
16.52,0,0,-18.52,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
8.45,0,0,-2.07,0,0,adfa_ld,normal
8.66,0,0,-10.98,0,0,adfa_ld,normal
17.33,0,0,12.77,0,0,adfa_ld,normal
14.62,0,0,0.37,0,0,local_machine,normal
43.25,0,0,0.33,0,0,adfa_ld,normal
14.34,2,0,-0.07,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
39.83,0,0,3.47,0,0,adfa_ld,normal
5.79,0,0,1.03,0,0,adfa_ld,normal
27.08,0,0,34.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.55,0,0,-14.26,0,0,adfa_ld,normal
64.26,0,0,-39.06,0,0,adfa_ld,normal
10.46,0,0,1.6,0,0,adfa_ld,normal
13.02,2,1,-0.21,3,3,adfa_ld,privilege_escalation
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.49,0,0,31.24,0,0,adfa_ld,normal
26.67,0,0,1.52,0,0,adfa_ld,normal
12.85,0,0,3.68,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.86,0,0,-1.45,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.07,2,0,1.9,4,3,adfa_ld,process_injection
29.11,0,0,1.7,0,0,adfa_ld,normal
23.77,0,0,-26.19,0,0,adfa_ld,normal
7.75,0,0,-0.21,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
6.04,0,0,5.25,0,0,adfa_ld,normal
15.7,0,0,-2.59,0,0,adfa_ld,normal
9.0,1,0,-0.14,1,1,adfa_ld,credential_access
10.52,0,0,6.41,0,0,adfa_ld,normal
40.36,0,0,-3.16,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
53.83,0,0,11.98,0,0,adfa_ld,normal
14.07,0,0,-0.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.04,0,0,7.4,0,0,adfa_ld,normal
34.43,0,0,1.58,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.96,0,0,-11.66,0,0,adfa_ld,normal
25.78,0,0,33.93,0,0,adfa_ld,normal
9.32,0,0,1.52,0,0,adfa_ld,normal
21.49,0,0,31.24,0,0,adfa_ld,normal
27.08,0,0,34.0,0,0,adfa_ld,normal
26.22,0,0,24.29,0,0,adfa_ld,normal
5.29,0,0,-8.25,0,0,adfa_ld,normal
21.63,2,0,0.08,5,4,adfa_ld,reverse_shell
19.51,2,0,9.62,4,3,adfa_ld,process_injection
8.89,0,0,-0.18,0,0,adfa_ld,normal
10.8,0,0,0.53,0,0,adfa_ld,normal
16.94,0,0,-0.36,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.67,0,0,0.92,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
22.05,0,0,1.13,0,0,adfa_ld,normal
9.56,0,0,1.67,0,0,adfa_ld,normal
15.02,0,0,0.8,0,0,adfa_ld,normal
13.85,0,0,4.75,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.34,0,0,-0.47,0,0,adfa_ld,normal
27.08,0,0,34.06,0,0,adfa_ld,normal
15.94,0,0,-12.24,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.78,0,0,-4.31,0,0,adfa_ld,normal
28.37,0,0,-19.89,0,0,adfa_ld,normal
15.17,0,0,-24.38,0,0,adfa_ld,normal
6.88,0,0,-1.71,0,0,adfa_ld,normal
9.48,1,0,2.54,1,1,adfa_ld,credential_access
25.92,0,0,27.18,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
17.76,0,0,21.46,0,0,adfa_ld,normal
7.91,0,0,-10.69,0,0,adfa_ld,normal
16.12,0,0,9.09,0,0,adfa_ld,normal
13.52,0,0,-10.62,0,0,adfa_ld,normal
11.22,0,0,0.71,0,0,adfa_ld,normal
40.64,0,0,-4.11,0,0,adfa_ld,normal
17.76,0,0,23.09,0,0,adfa_ld,normal
8.37,0,0,5.38,0,0,adfa_ld,normal
7.75,0,0,-0.21,0,0,adfa_ld,normal
92.97,0,0,6.77,0,0,adfa_ld,normal
24.91,0,0,0.65,0,0,adfa_ld,normal
13.54,0,0,2.01,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
2.78,0,0,4.61,0,0,adfa_ld,normal
12.93,1,0,-0.69,1,1,adfa_ld,credential_access
10.76,1,0,1.2,1,1,adfa_ld,credential_access
10.78,0,0,-1.69,0,0,adfa_ld,normal
16.26,0,0,0.41,0,0,adfa_ld,normal
15.35,0,0,0.01,0,0,adfa_ld,normal
15.35,2,0,-10.64,5,4,adfa_ld,reverse_shell
33.86,0,0,24.64,0,0,adfa_ld,normal
85.57,0,0,3.0,0,0,adfa_ld,normal
3.63,0,0,3.35,0,0,adfa_ld,normal
18.65,0,0,0.13,0,0,adfa_ld,normal
16.92,0,0,0.25,0,0,local_machine,normal
8.81,0,0,7.33,0,0,adfa_ld,normal
7.99,0,0,5.83,0,0,adfa_ld,normal
19.3,1,0,-0.01,1,1,adfa_ld,credential_access
14.14,0,0,1.5,0,0,adfa_ld,normal
12.99,0,0,0.04,0,0,adfa_ld,normal
80.41,0,0,15.34,0,0,adfa_ld,normal
12.61,0,0,-0.07,0,0,adfa_ld,normal
28.5,0,0,15.33,0,0,adfa_ld,normal
12.18,0,0,0.05,0,0,adfa_ld,normal
13.94,0,0,-10.61,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
19.78,2,0,13.9,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.17,0,0,5.63,0,0,adfa_ld,normal
13.92,0,0,-14.88,0,0,adfa_ld,normal
40.36,0,0,-3.16,0,0,adfa_ld,normal
17.25,2,1,0.06,3,3,adfa_ld,privilege_escalation
12.96,0,0,15.77,0,0,adfa_ld,normal
78.56,0,0,6.95,0,0,adfa_ld,normal
13.75,0,0,0.53,0,0,adfa_ld,normal
9.21,0,0,0.91,0,0,adfa_ld,normal
14.27,1,0,-0.06,2,2,adfa_ld,lateral_movement
22.02,1,0,-3.15,2,2,adfa_ld,lateral_movement
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.06,0,0,-2.66,0,0,adfa_ld,normal
11.08,0,0,2.34,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
48.73,0,0,0.05,0,0,adfa_ld,normal
30.04,0,0,39.32,0,0,adfa_ld,normal
12.73,0,0,0.22,0,0,adfa_ld,normal
31.24,0,0,1.12,0,0,adfa_ld,normal
32.68,0,0,0.17,0,0,adfa_ld,normal
7.52,0,0,9.98,0,0,adfa_ld,normal
16.99,1,0,0.0,1,1,adfa_ld,credential_access
12.44,2,0,-0.14,4,3,adfa_ld,process_injection
28.91,0,0,-17.42,0,0,adfa_ld,normal
39.53,0,0,1.27,0,0,adfa_ld,normal
4.7,0,0,6.33,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.14,0,0,0.4,0,0,adfa_ld,normal
40.57,0,0,13.2,0,0,adfa_ld,normal
52.27,0,0,-1.17,0,0,adfa_ld,normal
30.67,0,0,6.6,0,0,adfa_ld,normal
17.51,1,0,-0.2,2,2,adfa_ld,lateral_movement
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.6,0,0,23.6,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
8.04,0,0,-1.42,0,0,adfa_ld,normal
14.41,1,0,0.3,1,1,adfa_ld,credential_access
29.18,0,0,-14.81,0,0,adfa_ld,normal
8.63,0,0,-0.08,0,0,adfa_ld,normal
7.3,2,0,0.4,4,3,adfa_ld,process_injection
10.99,1,0,-0.25,1,1,adfa_ld,credential_access
15.9,0,0,-3.73,0,0,adfa_ld,normal
8.81,0,0,7.33,0,0,adfa_ld,normal
15.68,0,0,-0.27,0,0,adfa_ld,normal
49.68,0,0,-1.99,0,0,adfa_ld,normal
85.89,0,0,-12.93,0,0,adfa_ld,normal
10.88,0,0,3.38,0,0,adfa_ld,normal
6.95,0,0,-5.3,0,0,adfa_ld,normal
11.66,0,0,0.88,0,0,adfa_ld,normal
27.96,0,0,30.37,0,0,adfa_ld,normal
16.03,0,0,12.62,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
13.8,0,0,-14.52,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.85,0,0,-1.27,0,0,adfa_ld,normal
7.0,2,0,-1.13,4,3,adfa_ld,process_injection
18.24,0,0,11.95,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.71,0,0,0.8,0,0,adfa_ld,normal
13.88,0,0,0.19,0,0,adfa_ld,normal
11.88,0,0,4.47,0,0,adfa_ld,normal
15.84,0,0,0.38,0,0,adfa_ld,normal
23.98,0,0,1.28,0,0,adfa_ld,normal
4.64,0,0,-5.34,0,0,adfa_ld,normal
54.01,0,0,0.29,0,0,adfa_ld,normal
14.4,0,0,-1.24,0,0,adfa_ld,normal
9.74,0,0,-6.64,0,0,adfa_ld,normal
7.47,0,0,-1.92,0,0,adfa_ld,normal
2.59,0,0,9.2,0,0,adfa_ld,normal
15.35,1,0,0.13,1,1,adfa_ld,credential_access
11.9,1,0,-2.93,1,1,adfa_ld,credential_access
11.4,0,0,2.64,0,0,adfa_ld,normal
13.71,2,0,-0.07,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.13,0,0,3.65,0,0,adfa_ld,normal
8.89,0,0,-0.18,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.47,0,0,0.71,0,0,adfa_ld,normal
18.14,0,0,0.26,0,0,adfa_ld,normal
16.44,0,0,31.42,0,0,adfa_ld,normal
9.69,0,0,0.77,0,0,adfa_ld,normal
10.04,0,0,-1.99,0,0,adfa_ld,normal
26.13,0,0,21.84,0,0,adfa_ld,normal
22.7,0,0,1.69,0,0,adfa_ld,normal
13.79,0,0,-10.15,0,0,adfa_ld,normal
9.57,0,0,2.91,0,0,adfa_ld,normal
21.28,0,0,-8.3,0,0,adfa_ld,normal
15.55,2,0,-0.45,5,4,adfa_ld,reverse_shell
42.81,0,0,7.46,0,0,adfa_ld,normal
15.48,0,0,-4.12,0,0,adfa_ld,normal
11.65,0,0,0.9,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
18.39,0,0,18.42,0,0,adfa_ld,normal
21.5,2,1,0.57,3,3,adfa_ld,privilege_escalation
21.03,0,0,10.86,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
26.05,0,0,0.55,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
14.35,2,0,-0.13,5,4,adfa_ld,reverse_shell
11.83,2,1,-0.62,3,3,adfa_ld,privilege_escalation
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.49,0,0,1.49,0,0,adfa_ld,normal
16.19,0,0,1.87,0,0,adfa_ld,normal
16.92,0,0,28.97,0,0,adfa_ld,normal
10.79,0,0,0.36,0,0,adfa_ld,normal
26.88,0,0,4.43,0,0,adfa_ld,normal
7.76,0,0,1.92,0,0,adfa_ld,normal
10.42,0,0,0.89,0,0,adfa_ld,normal
20.66,0,0,-12.23,0,0,adfa_ld,normal
10.18,1,0,5.58,2,2,adfa_ld,lateral_movement
4.83,0,0,-2.32,0,0,adfa_ld,normal
18.27,2,0,-1.01,5,4,adfa_ld,reverse_shell
15.92,1,0,3.08,2,2,adfa_ld,lateral_movement
5.01,0,0,3.33,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.92,0,0,1.41,0,0,adfa_ld,normal
12.81,0,0,8.0,0,0,adfa_ld,normal
10.93,0,0,2.36,0,0,adfa_ld,normal
8.68,0,0,-3.9,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
15.53,0,0,22.7,0,0,adfa_ld,normal
7.72,0,0,0.02,0,0,adfa_ld,normal
11.47,0,0,-0.48,0,0,adfa_ld,normal
9.9,0,0,0.82,0,0,adfa_ld,normal
28.37,0,0,-19.89,0,0,adfa_ld,normal
8.69,0,0,7.63,0,0,adfa_ld,normal
12.36,2,1,-0.2,3,3,adfa_ld,privilege_escalation
12.99,1,0,-0.07,1,1,adfa_ld,credential_access
7.12,2,0,-1.91,5,4,adfa_ld,reverse_shell
2.38,0,0,-1.5,0,0,adfa_ld,normal
13.51,1,0,-0.07,1,1,adfa_ld,credential_access
27.59,0,0,1.24,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
84.78,0,0,-10.65,0,0,adfa_ld,normal
11.04,0,0,7.54,0,0,adfa_ld,normal
18.76,1,0,8.26,2,2,adfa_ld,lateral_movement
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.37,0,0,-10.94,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.08,0,0,-0.86,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
20.35,1,0,-11.03,2,2,adfa_ld,lateral_movement
10.94,0,0,-17.46,0,0,adfa_ld,normal
7.02,0,0,-10.58,0,0,adfa_ld,normal
10.76,0,0,0.82,0,0,adfa_ld,normal
30.38,1,0,-12.57,2,2,adfa_ld,lateral_movement
4.81,0,0,-2.85,0,0,adfa_ld,normal
16.19,2,0,-0.14,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.48,0,0,4.35,0,0,adfa_ld,normal
19.53,1,0,-3.08,2,2,adfa_ld,lateral_movement
85.64,0,0,2.94,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
14.78,0,0,1.45,0,0,adfa_ld,normal
11.21,0,0,0.7,0,0,adfa_ld,normal
15.65,0,0,15.42,0,0,adfa_ld,normal
22.01,1,0,7.93,2,2,adfa_ld,lateral_movement
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
26.28,0,0,0.09,0,0,adfa_ld,normal
14.1,0,0,14.57,0,0,adfa_ld,normal
12.34,0,0,-0.35,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.16,0,0,3.61,0,0,adfa_ld,normal
3.33,0,0,7.42,0,0,adfa_ld,normal
17.44,0,0,-7.63,0,0,adfa_ld,normal
6.87,0,0,2.38,0,0,adfa_ld,normal
9.41,1,0,-2.98,1,1,adfa_ld,credential_access
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
5.18,0,0,10.72,0,0,adfa_ld,normal
17.34,0,0,-1.48,0,0,adfa_ld,normal
5.79,0,0,-9.92,0,0,adfa_ld,normal
18.15,0,0,-12.16,0,0,adfa_ld,normal
16.61,0,0,5.79,0,0,adfa_ld,normal
17.43,0,0,-10.74,0,0,adfa_ld,normal
9.93,0,0,0.2,0,0,adfa_ld,normal
11.78,2,0,0.0,4,3,adfa_ld,process_injection
4.7,0,0,-5.27,0,0,adfa_ld,normal
67.94,0,0,1.4,0,0,adfa_ld,normal
20.54,1,0,-15.46,2,2,adfa_ld,lateral_movement
16.05,0,0,-3.38,0,0,adfa_ld,normal
17.98,0,0,-15.52,0,0,adfa_ld,normal
13.8,0,0,-14.52,0,0,adfa_ld,normal
32.85,0,0,23.94,0,0,adfa_ld,normal
24.17,0,0,32.15,0,0,adfa_ld,normal
9.45,0,0,1.54,0,0,adfa_ld,normal
10.72,0,0,0.6,0,0,adfa_ld,normal
22.78,0,0,0.86,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
27.46,0,0,1.64,0,0,adfa_ld,normal
9.48,0,0,-0.95,0,0,adfa_ld,normal
15.38,2,1,-0.65,3,3,adfa_ld,privilege_escalation
13.96,0,0,0.07,0,0,adfa_ld,normal
8.27,0,0,7.51,0,0,adfa_ld,normal
11.86,2,0,0.07,5,4,adfa_ld,reverse_shell
10.31,0,0,4.57,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
46.03,0,0,1.39,0,0,adfa_ld,normal
32.59,0,0,-13.76,0,0,adfa_ld,normal
11.96,0,0,-15.57,0,0,adfa_ld,normal
12.24,0,0,0.49,0,0,adfa_ld,normal
2.25,0,0,-2.3,0,0,adfa_ld,normal
2.51,0,0,5.9,0,0,adfa_ld,normal
8.21,0,0,1.06,0,0,adfa_ld,normal
14.54,0,0,3.81,0,0,adfa_ld,normal
24.34,1,0,4.97,2,2,adfa_ld,lateral_movement
10.8,0,0,1.57,0,0,adfa_ld,normal
12.37,0,0,0.95,0,0,adfa_ld,normal
10.1,0,0,5.19,0,0,adfa_ld,normal
72.56,0,0,21.78,0,0,adfa_ld,normal
8.48,0,0,2.46,0,0,adfa_ld,normal
17.95,0,0,22.28,0,0,adfa_ld,normal
5.72,0,0,-7.15,0,0,adfa_ld,normal
3.84,0,0,6.03,0,0,adfa_ld,normal
28.03,0,0,5.78,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.48,0,0,0.04,0,0,adfa_ld,normal
11.99,0,0,-6.56,0,0,adfa_ld,normal
5.73,0,0,-0.78,0,0,adfa_ld,normal
9.64,0,0,-1.6,0,0,adfa_ld,normal
11.87,0,0,-0.54,0,0,adfa_ld,normal
17.79,0,0,1.8,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.3,0,0,-16.22,0,0,adfa_ld,normal
12.97,0,0,0.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
8.65,0,0,-2.39,0,0,adfa_ld,normal
9.32,0,0,1.52,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.16,0,0,1.62,0,0,adfa_ld,normal
10.04,0,0,-14.28,0,0,adfa_ld,normal
3.35,0,0,5.6,0,0,adfa_ld,normal
11.43,1,0,-0.07,1,1,adfa_ld,credential_access
25.19,0,0,-0.19,0,0,adfa_ld,normal
3.99,0,0,3.68,0,0,adfa_ld,normal
12.18,0,0,6.5,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
26.59,0,0,48.91,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
8.03,0,0,-9.42,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.41,2,0,-1.38,5,4,adfa_ld,reverse_shell
16.05,0,0,-3.38,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.9,0,0,2.01,0,0,adfa_ld,normal
18.12,0,0,-6.55,0,0,adfa_ld,normal
35.87,0,0,1.88,0,0,adfa_ld,normal
6.69,0,0,-0.61,0,0,adfa_ld,normal
12.04,1,0,-0.2,1,1,adfa_ld,credential_access
13.19,2,0,0.23,5,4,adfa_ld,reverse_shell
30.3,0,0,1.15,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.72,0,0,-8.25,0,0,adfa_ld,normal
12.73,2,0,0.77,4,3,adfa_ld,process_injection
10.38,0,0,0.94,0,0,adfa_ld,normal
14.5,0,0,2.77,0,0,adfa_ld,normal
33.86,0,0,24.64,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.21,0,0,0.12,0,0,adfa_ld,normal
33.81,0,0,7.82,0,0,adfa_ld,normal
8.01,0,0,7.39,0,0,adfa_ld,normal
4.69,0,0,0.94,0,0,adfa_ld,normal
11.71,1,0,14.4,1,1,adfa_ld,credential_access
22.34,0,0,-26.71,0,0,adfa_ld,normal
21.95,0,0,-5.3,0,0,adfa_ld,normal
15.0,0,0,-8.49,0,0,adfa_ld,normal
22.17,0,0,4.03,0,0,adfa_ld,normal
9.6,0,0,-2.56,0,0,adfa_ld,normal
20.02,0,0,10.27,0,0,adfa_ld,normal
27.37,0,0,31.16,0,0,adfa_ld,normal
8.53,0,0,2.23,0,0,adfa_ld,normal
3.63,0,0,3.35,0,0,adfa_ld,normal
16.05,0,0,-3.38,0,0,adfa_ld,normal
9.95,2,1,2.02,3,3,adfa_ld,privilege_escalation
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.18,0,0,-1.73,0,0,adfa_ld,normal
6.17,0,0,10.77,0,0,adfa_ld,normal
11.43,0,0,1.63,0,0,adfa_ld,normal
30.04,0,0,39.32,0,0,adfa_ld,normal
9.2,0,0,1.73,0,0,adfa_ld,normal
32.85,0,0,23.94,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,4.96,0,0,adfa_ld,normal
21.23,0,0,0.09,0,0,adfa_ld,normal
13.5,2,0,0.05,5,4,adfa_ld,reverse_shell
7.08,0,0,15.41,0,0,adfa_ld,normal
8.45,0,0,4.39,0,0,adfa_ld,normal
11.58,1,0,-0.07,2,2,adfa_ld,lateral_movement
9.97,0,0,12.95,0,0,adfa_ld,normal
3.55,0,0,8.87,0,0,adfa_ld,normal
21.49,0,0,1.77,0,0,adfa_ld,normal
34.53,0,0,0.21,0,0,adfa_ld,normal
20.0,0,0,0.26,0,0,local_machine,normal
12.81,1,0,0.07,1,1,adfa_ld,credential_access
11.95,0,0,-1.61,0,0,adfa_ld,normal
9.45,0,0,1.54,0,0,adfa_ld,normal
30.04,0,0,39.32,0,0,adfa_ld,normal
5.11,0,0,-3.52,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
22.66,0,0,1.5,0,0,adfa_ld,normal
6.36,0,0,-1.41,0,0,adfa_ld,normal
10.0,0,0,0.18,0,0,local_machine,normal
21.36,0,0,-10.61,0,0,adfa_ld,normal
9.48,2,0,7.1,5,4,adfa_ld,reverse_shell
12.79,1,0,0.46,1,1,adfa_ld,credential_access
14.62,1,0,-0.06,2,2,adfa_ld,lateral_movement
26.73,0,0,4.41,0,0,adfa_ld,normal
9.7,0,0,0.46,0,0,adfa_ld,normal
17.44,0,0,0.29,0,0,adfa_ld,normal
13.82,0,0,-13.79,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
23.69,0,0,5.4,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
20.21,0,0,-8.23,0,0,adfa_ld,normal
7.38,0,0,-4.12,0,0,adfa_ld,normal
12.16,0,0,6.51,0,0,adfa_ld,normal
13.83,0,0,2.7,0,0,adfa_ld,normal
11.16,2,0,1.35,5,4,adfa_ld,reverse_shell
12.61,2,0,0.4,4,3,adfa_ld,process_injection
29.0,0,0,-23.29,0,0,adfa_ld,normal
15.09,0,0,-6.8,0,0,adfa_ld,normal
12.38,0,0,-5.67,0,0,adfa_ld,normal
9.71,0,0,-0.68,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
23.77,0,0,-26.19,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.86,1,0,-0.01,1,1,adfa_ld,credential_access
5.1,0,0,1.95,0,0,adfa_ld,normal
